"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isProductPageReviewFromOtherCountry","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewImages/9","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value","variantAttributes/2/key","variantAttributes/2/value"
"United States",,"2022-11-03",,"allStars","https://www.amazon.com/Pinnacle-Ultimate-Pro-Level-Recording-Software/dp/B0B5TDS42Z/ref=zg_bsms_g_software_d_sccl_15/132-8474279-2690144?th=1","false","false","true","5",,,"B0B5TDS42Z","B0B5TDS42Z","5",,"I've used pinnacle studio 8 in the past then later switched to roxio which was a big mistake and I was dumb enough to purchase an update version.  After you use roxio for a while you'll start noticing it quits working without warning.  I emailed the company and their reply was simply tough luck we don't support that version anymore so you will have to purchase a newer version which really sucked.  It ended up doing the same thing again, just quit working.  I know this review is about pinnacle studio 26 which I really like, just have to reacquaint myself with it.  I'm hoping they don't do the same thing as roxio of which I'll never buy their product again.","R3N36SIF1VADLX",,,,,,,,,,,"4 people found this helpful","Pretty easy to use.","https://www.amazon.com/gp/customer-reviews/R3N36SIF1VADLX/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0B5TDS42Z","Reviewed in the United States on November 3, 2022",,,"amzn1.account.AHMPQYCGDSURWPDS2KQXMIOKMYUA","https://www.amazon.com/gp/profile/amzn1.account.AHMPQYCGDSURWPDS2KQXMIOKMYUA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Platform: PC Key Card, Edition: Ultimate","B0B5TDS42Z","Platform","PC Key Card","Edition","Ultimate",,
"United States",,"2025-05-14",,"allStars","https://www.amazon.com/Pinnacle-Ultimate-Pro-Level-Recording-Software/dp/B0B5TDS42Z/ref=zg_bsms_g_software_d_sccl_15/132-8474279-2690144?th=1","false","false","true","6",,,"B0B5TDS42Z","B0B5TDS42Z","2",,"Very hard to learn.  Tutorials are very limited in their instruction. It sucks.","R106994TT9E0V5",,,,,,,,,,,,"Hard to learn","https://www.amazon.com/gp/customer-reviews/R106994TT9E0V5/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0B5TDS42Z","Reviewed in the United States on May 14, 2025",,,"amzn1.account.AGLKDNF2TGMMEUK4KRC6QQYVH4AQ","https://www.amazon.com/gp/profile/amzn1.account.AGLKDNF2TGMMEUK4KRC6QQYVH4AQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Platform: PC Download, Edition: Ultimate","B0B5TDS42Z","Platform","PC Download","Edition","Ultimate",,
"United States",,"2025-02-09",,"allStars","https://www.amazon.com/Pinnacle-Ultimate-Pro-Level-Recording-Software/dp/B0B5TDS42Z/ref=zg_bsms_g_software_d_sccl_15/132-8474279-2690144?th=1","false","false","true","7",,,"B0B5TDS42Z","B0B5TDS42Z","3",,"Simple fade from video a to b has a jump disappearance cut at end, vs fading faster.","RKCHDO7V3JRP1",,,,,,,,,,,,"Works but","https://www.amazon.com/gp/customer-reviews/RKCHDO7V3JRP1/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0B5TDS42Z","Reviewed in the United States on February 9, 2025",,,"amzn1.account.AGKL2OHKBYB7OVESTGC6WOL4AAUQ","https://www.amazon.com/gp/profile/amzn1.account.AGKL2OHKBYB7OVESTGC6WOL4AAUQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Platform: PC Download, Edition: Ultimate","B0B5TDS42Z","Platform","PC Download","Edition","Ultimate",,
"United States",,"2024-07-05",,"allStars","https://www.amazon.com/Pinnacle-Ultimate-Pro-Level-Recording-Software/dp/B0B5TDS42Z/ref=zg_bsms_g_software_d_sccl_15/132-8474279-2690144?th=1","false","false","true","8",,,"B0B5TDS42Z","B0B5TDS42Z","5",,"I figured it out right away with the instructions below and it works perfectly fine","RFFUNDCLJ8SNB",,,,,,,,,,,,"Editing software","https://www.amazon.com/gp/customer-reviews/RFFUNDCLJ8SNB/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0B5TDS42Z","Reviewed in the United States on July 5, 2024",,,"amzn1.account.AEV3OU5TQ3M5K3TG2JI6LHVVDU6A","https://www.amazon.com/gp/profile/amzn1.account.AEV3OU5TQ3M5K3TG2JI6LHVVDU6A/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Platform: PC Key Card, Edition: Ultimate","B0B5TDS42Z","Platform","PC Key Card","Edition","Ultimate",,
"United States",,"2025-03-29",,"allStars","https://www.amazon.com/PDF-Director-PRO-OCR-Comprehensive/dp/B0CVHCZ2LH/ref=zg_bsms_g_software_d_sccl_14/132-8474279-2690144?psc=1","false","false","true","1",,,"B0CVHCZ2LH","B0CVHCZ2LH","1",,"Could not get the program to work, either on disc or included web site on Windows 11. Returned the product to Amazon...should have read the other reviews first.","R74MWIXUFFMYC",,,,,,,,,,,,"Could not load on Windows 11 pro.","https://www.amazon.com/gp/customer-reviews/R74MWIXUFFMYC/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CVHCZ2LH","Reviewed in the United States on March 29, 2025",,,"amzn1.account.AFZHPFWKOGLSRISKBBSII2J523PQ","https://www.amazon.com/gp/profile/amzn1.account.AFZHPFWKOGLSRISKBBSII2J523PQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0CVHCZ2LH",,,,,,
"United States",,"2025-04-02",,"allStars","https://www.amazon.com/PDF-Director-PRO-OCR-Comprehensive/dp/B0CVHCZ2LH/ref=zg_bsms_g_software_d_sccl_14/132-8474279-2690144?psc=1","false","false","true","2",,,"B0CVHCZ2LH","B0CVHCZ2LH","5",,"I can modify pdfs which is what I needed to do","R3KZPA2GV9SQBS",,,,,,,,,,,,"Make it right","https://www.amazon.com/gp/customer-reviews/R3KZPA2GV9SQBS/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CVHCZ2LH","Reviewed in the United States on April 2, 2025",,,"amzn1.account.AG457GYZT6U7YL7KMFBOZOKUPUCA","https://www.amazon.com/gp/profile/amzn1.account.AG457GYZT6U7YL7KMFBOZOKUPUCA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0CVHCZ2LH",,,,,,
"United States",,"2024-07-02",,"allStars","https://www.amazon.com/PDF-Director-PRO-OCR-Comprehensive/dp/B0CVHCZ2LH/ref=zg_bsms_g_software_d_sccl_14/132-8474279-2690144?psc=1","true","false","false","3",,,"B0CVHCZ2LH","B0CVHCZ2LH","3",,"One of the most useful features I take advantage of regularly is using a PDF program to let me form-fill PDF documents instead of doing it by hand. Adobe Reader, the free reader from Adobe, has this functionality. However, this software won't identify form fields and automatically activate them to let you fill in a form.  Yes, you can put in your own form fields but that's tedious. So this was a disappointment.I also found the OCR feature a little wonky. I took a screenshot of a page of text and them imported that using the OCR  functionality. It didn't import the whole image (the right side was cut off) but it did identify the text in the rest of the image.  There is an option to scan in a document instead of importing, but that uses TWAIN and I can't run TWAIN on my computer.For the price this may have a decent feature package for most people. Just for me I can't depend on it to do what I often need to do.OCR worked but only converted part of the imageCan't identify form fields and activate them automatically so that you can easily form-fill a PDF document.Depends on TWAIN for scanning","R5DNUGPPA7773",,,,,,,,,,,,"Okay for the price but some key features lacking","https://www.amazon.com/gp/customer-reviews/R5DNUGPPA7773/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CVHCZ2LH","Reviewed in the United States on July 2, 2024",,,"amzn1.account.AG3BQBOHAPKNBPMAGACSGUWQWUCA","https://www.amazon.com/gp/profile/amzn1.account.AG3BQBOHAPKNBPMAGACSGUWQWUCA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0CVHCZ2LH",,,,,,
"United States",,"2024-06-27",,"allStars","https://www.amazon.com/PDF-Director-PRO-OCR-Comprehensive/dp/B0CVHCZ2LH/ref=zg_bsms_g_software_d_sccl_14/132-8474279-2690144?psc=1","false","false","true","4",,,"B0CVHCZ2LH","B0CVHCZ2LH","1",,"I specifically bought this product for it optical character reader (OCR) capabilities. Using it is all but impossible. All I wanted was to scan 3 pages of lists of names, but it has proven to do. I've been using Amazon for a decade, and this is the most disappointing product I've ever bought. The Amazon description of this product should not include OCR as a capability.","R11YWHMZLY3G62",,,,,,,,,,,,"A Waste of money.","https://www.amazon.com/gp/customer-reviews/R11YWHMZLY3G62/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CVHCZ2LH","Reviewed in the United States on June 27, 2024",,,"amzn1.account.AHU5TWYNYXVGSYD4USNWAUWA5HYQ","https://www.amazon.com/gp/profile/amzn1.account.AHU5TWYNYXVGSYD4USNWAUWA5HYQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0CVHCZ2LH",,,,,,
"United States",,"2024-06-24",,"allStars","https://www.amazon.com/PDF-Director-PRO-OCR-Comprehensive/dp/B0CVHCZ2LH/ref=zg_bsms_g_software_d_sccl_14/132-8474279-2690144?psc=1","true","false","false","5",,,"B0CVHCZ2LH","B0CVHCZ2LH","2",,"The program doesn't allow you to edit or move text boxes that are already in an existing PDF file.  You can create a text box, and it does allow you to move the box to another area on an existing PDF.It does not provide the function to identify form fields on a PDF and make them active fields that would allow a user to fill out online, as a full license of Adobe does.Seems to have limited function is does not give you many of the functions on a full Adobe License. Does not seem to follow the Adobe structure for editing or adding to an existing PDF.","R38FHIOV36JQ9J",,,,,,,,,,,,"Limited Functionality Compared To Full Adobe License - PDF Director 2 PRO with OCR - for 3 PCs -","https://www.amazon.com/gp/customer-reviews/R38FHIOV36JQ9J/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CVHCZ2LH","Reviewed in the United States on June 24, 2024",,,"amzn1.account.AEGWG5J4IK7CVILBE7Z3MBKFUZPQ","https://www.amazon.com/gp/profile/amzn1.account.AEGWG5J4IK7CVILBE7Z3MBKFUZPQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0CVHCZ2LH",,,,,,
"United States",,"2024-08-23",,"allStars","https://www.amazon.com/PDF-Director-PRO-OCR-Comprehensive/dp/B0CVHCZ2LH/ref=zg_bsms_g_software_d_sccl_14/132-8474279-2690144?psc=1","true","false","false","6",,,"B0CVHCZ2LH","B0CVHCZ2LH","4",,"The functions are all normal, but there are only two options: English and Deutsch.","RMFCWGN5E39EC","https://m.media-amazon.com/images/I/51T2OnxEQ3L._SY88.jpg","https://m.media-amazon.com/images/I/519IYtoBbIL._SY88.jpg",,,,,,,,,,"Not very used to using it","https://www.amazon.com/gp/customer-reviews/RMFCWGN5E39EC/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CVHCZ2LH","Reviewed in the United States on August 23, 2024",,,"amzn1.account.AEB76PEUURU7IIBMUJXUA32IG5YQ","https://www.amazon.com/gp/profile/amzn1.account.AEB76PEUURU7IIBMUJXUA32IG5YQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0CVHCZ2LH",,,,,,
"United States",,"2024-07-26",,"allStars","https://www.amazon.com/PDF-Director-PRO-OCR-Comprehensive/dp/B0CVHCZ2LH/ref=zg_bsms_g_software_d_sccl_14/132-8474279-2690144?psc=1","true","false","false","7",,,"B0CVHCZ2LH","B0CVHCZ2LH","5",,"I have been using Adobe Pro for a few years but I did not want to spend the money for a new license. I tried a different PDF editor, PDF Extra Ultimate that worked ok. I decided to give this a try before going back to Adobe Pro.I have been using this to edit PDFs and digitally signing them. The scanned PDFs were able to convert to editable text pretty easily. The way the program works is different than Adobe so it takes some getting used to. Once I went through the tools and played around with them, it was pretty easy to use.I also used this to convert some Word documents to PDF. I use Word a lot for creating and edit documents and then convert to PDF. This worked fast to convert the documents without issue.Other than the learning curve, I really like the software.","R31H36G7LYZ7KD",,,,,,,,,,,,"Excellent PDF editor alternative","https://www.amazon.com/gp/customer-reviews/R31H36G7LYZ7KD/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CVHCZ2LH","Reviewed in the United States on July 26, 2024",,,"amzn1.account.AERDIR65RMMO7CJ2OOP7HB5X2RJQ","https://www.amazon.com/gp/profile/amzn1.account.AERDIR65RMMO7CJ2OOP7HB5X2RJQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0CVHCZ2LH",,,,,,
"United States",,"2024-06-06",,"allStars","https://www.amazon.com/PDF-Director-PRO-OCR-Comprehensive/dp/B0CVHCZ2LH/ref=zg_bsms_g_software_d_sccl_14/132-8474279-2690144?psc=1","false","false","true","8",,,"B0CVHCZ2LH","B0CVHCZ2LH","1",,"PESIMO NO DA NI CERCA LAS FUNCIONES BASICAS REQUERIDAS PARA UN PDF . DINERO PERDIDOSOLO SE INSTLO EN UN EQUIPO","R377JVL0A4SSQB",,,,,,,,,,,,"INUTIL","https://www.amazon.com/gp/customer-reviews/R377JVL0A4SSQB/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CVHCZ2LH","Reviewed in the United States on June 6, 2024",,,"amzn1.account.AHCJTWMGYXF4JJTSTWI6PJ4GTR5Q","https://www.amazon.com/gp/profile/amzn1.account.AHCJTWMGYXF4JJTSTWI6PJ4GTR5Q/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0CVHCZ2LH",,,,,,
"United Kingdom",,"2024-05-04",,"allStars","https://www.amazon.com/PDF-Director-PRO-OCR-Comprehensive/dp/B0CVHCZ2LH/ref=zg_bsms_g_software_d_sccl_14/132-8474279-2690144?psc=1","false","true","true","1",,,"B0CVHCZ2LH","B0CVHCZ2LH","5",,"PDF Director 2 PRO with OCR - for 3 PCs was reasonably priced and it took a while to get to grips with the features.  I have spent about two hours floundering amongst the icons and reading the (pdf format) instructions that came with it.  Now, I have confidence that this software will do all that I need it to.Mostly I use this software to run a 'paperless' household.  I scan all the correspondence and bills that come into my home, as well as recording purchases, using a succession of 'print screen' saves onto a text file at each stage of the buying process, then saving the whole record as pdf file, with a chronological ID No.  This software will allow me to open an existing pdf file and modify it, then save it again.  Also, it will allow me to attach a 'no modifications' password to one of my documents, to prevent it being modified by the recipient of the file in an E-mail.It is an invaluable tool.I am back in charge of my computing requirements.  It is a good feeling to have.","R1E0MYQ4KFUF09",,,,,,,,,,,,"It is an invaluable tool.  Requires a 64-bit operating system running TWAIN to scan.",,"Reviewed in the United Kingdom on May 4, 2024",,,,,"","B0CVHCZ2LH",,,,,,
"United States",,"2024-12-02",,"allStars","https://www.amazon.com/GIMP-2-8-Processing-compatible-PhotoShop/dp/3959828179/ref=zg_bsms_g_software_d_sccl_8/132-8474279-2690144?psc=1","false","false","true","1",,,"3959828179","3959828179","5",,"Has features you won't find on media players and photo edit tools","R1Q6RWPB171OX0",,,,,,,,,,,,"Support","https://www.amazon.com/gp/customer-reviews/R1Q6RWPB171OX0/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=3959828179","Reviewed in the United States on December 2, 2024",,,"amzn1.account.AGGQDOIDPYFE7LP3BUI5CAL64FFQ","https://www.amazon.com/gp/profile/amzn1.account.AGGQDOIDPYFE7LP3BUI5CAL64FFQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","3959828179",,,,,,
"United States",,"2025-03-01",,"allStars","https://www.amazon.com/GIMP-2-8-Processing-compatible-PhotoShop/dp/3959828179/ref=zg_bsms_g_software_d_sccl_8/132-8474279-2690144?psc=1","false","false","true","2",,,"3959828179","3959828179","3",,"Poor instructions","R241IRUYVSNVXU",,,,,,,,,,,,"Poor instructions","https://www.amazon.com/gp/customer-reviews/R241IRUYVSNVXU/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=3959828179","Reviewed in the United States on March 1, 2025",,,"amzn1.account.AFVU2I2TMO6Q3M2RXRXMCDH6IGCQ","https://www.amazon.com/gp/profile/amzn1.account.AFVU2I2TMO6Q3M2RXRXMCDH6IGCQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","3959828179",,,,,,
"United States",,"2024-12-09",,"allStars","https://www.amazon.com/GIMP-2-8-Processing-compatible-PhotoShop/dp/3959828179/ref=zg_bsms_g_software_d_sccl_8/132-8474279-2690144?psc=1","false","false","true","3",,,"3959828179","3959828179","1",,"This program is a free program. If you just google the name of the program it’s free online. You don’t have to pay for it even when you will follow the instructions from the packaging they provide it warns you that they never charge for this program. This person is just burning discs with a free program and selling them on Amazon.","R2V8U57MZBQPMZ",,,,,,,,,,,"3 people found this helpful","Scam alert","https://www.amazon.com/gp/customer-reviews/R2V8U57MZBQPMZ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=3959828179","Reviewed in the United States on December 9, 2024",,,"amzn1.account.AEH5CRBHMX53THD3FJKUEUZMULBQ","https://www.amazon.com/gp/profile/amzn1.account.AEH5CRBHMX53THD3FJKUEUZMULBQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","3959828179",,,,,,
"United States",,"2024-10-15",,"allStars","https://www.amazon.com/GIMP-2-8-Processing-compatible-PhotoShop/dp/3959828179/ref=zg_bsms_g_software_d_sccl_8/132-8474279-2690144?psc=1","false","false","true","4",,,"3959828179","3959828179","4",,"This is not adobe illustrator or coral draw, but it is a good software. Any graphic designer struggling to find good software for a project,this is it. Worth it in my opinion and it gets the job done.","RPFZW5FXC121V",,,,,,,,,,,,"Vector program for cheap","https://www.amazon.com/gp/customer-reviews/RPFZW5FXC121V/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=3959828179","Reviewed in the United States on October 15, 2024",,,"amzn1.account.AHR4ER5WU6PXFZZV2WII5MBMB7IA","https://www.amazon.com/gp/profile/amzn1.account.AHR4ER5WU6PXFZZV2WII5MBMB7IA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","3959828179",,,,,,
"United States",,"2024-06-24",,"allStars","https://www.amazon.com/GIMP-2-8-Processing-compatible-PhotoShop/dp/3959828179/ref=zg_bsms_g_software_d_sccl_8/132-8474279-2690144?psc=1","false","false","true","5",,,"3959828179","3959828179","5",,"By a book and it’s better than the free version","R3BZG9I7RPM16N",,,,,,,,,,,,"Works","https://www.amazon.com/gp/customer-reviews/R3BZG9I7RPM16N/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=3959828179","Reviewed in the United States on June 24, 2024",,,"amzn1.account.AFJUZS4I5YVSXDZPXNNFZOGBOK2A","https://www.amazon.com/gp/profile/amzn1.account.AFJUZS4I5YVSXDZPXNNFZOGBOK2A/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","3959828179",,,,,,
"United States",,"2023-07-06",,"allStars","https://www.amazon.com/GIMP-2-8-Processing-compatible-PhotoShop/dp/3959828179/ref=zg_bsms_g_software_d_sccl_8/132-8474279-2690144?psc=1","false","false","true","6",,,"3959828179","3959828179","5",,"More features and power than I will likely ever need.  A great package for a serious photographer yet easy enought fir routine cashal photo manipulation.","R3G7JND4ROKW60",,,,,,,,,,,"3 people found this helpful","Good software","https://www.amazon.com/gp/customer-reviews/R3G7JND4ROKW60/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=3959828179","Reviewed in the United States on July 6, 2023",,,"amzn1.account.AHRXZ6AQSV5KBFLQXJX2UUAJYEOQ","https://www.amazon.com/gp/profile/amzn1.account.AHRXZ6AQSV5KBFLQXJX2UUAJYEOQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","3959828179",,,,,,
"United States",,"2024-11-05",,"allStars","https://www.amazon.com/GIMP-2-8-Processing-compatible-PhotoShop/dp/3959828179/ref=zg_bsms_g_software_d_sccl_8/132-8474279-2690144?psc=1","false","false","true","7",,,"3959828179","3959828179","3",,"I'm going to be neutral on this because I find it difficult to get started.  A quick start guide would be helpful.  Getting help on line is a journey.","RMD0GVX7URM7M",,,,,,,,,,,,"Help","https://www.amazon.com/gp/customer-reviews/RMD0GVX7URM7M/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=3959828179","Reviewed in the United States on November 5, 2024",,,"amzn1.account.AHEYC36HF6JOUMDFULOO65ZZEZMQ","https://www.amazon.com/gp/profile/amzn1.account.AHEYC36HF6JOUMDFULOO65ZZEZMQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","3959828179",,,,,,
"United States",,"2023-02-13",,"allStars","https://www.amazon.com/GIMP-2-8-Processing-compatible-PhotoShop/dp/3959828179/ref=zg_bsms_g_software_d_sccl_8/132-8474279-2690144?psc=1","false","false","true","8",,,"3959828179","3959828179","1",,"So complicated and not worth the time you have to invest in it to get what you want. Product is not as described. The clip art is in tile and it’s just that, clip art. Very Disappointing","R37BFS3BJ72BR4",,,,,,,,,,,"One person found this helpful","NOT easy to use","https://www.amazon.com/gp/customer-reviews/R37BFS3BJ72BR4/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=3959828179","Reviewed in the United States on February 13, 2023",,,"amzn1.account.AGIPEPHQWX4HYG57CPU72BEM7SCQ","https://www.amazon.com/gp/profile/amzn1.account.AGIPEPHQWX4HYG57CPU72BEM7SCQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","3959828179",,,,,,
"United Kingdom",,"2022-08-08",,"allStars","https://www.amazon.com/GIMP-2-8-Processing-compatible-PhotoShop/dp/3959828179/ref=zg_bsms_g_software_d_sccl_8/132-8474279-2690144?psc=1","false","true","true","1",,,"3959828179","3959828179","5",,"Great item for photo manipulation and is easy to learn for great results","R3CH9WBIIEKBAY",,,,,,,,,,,,"Open source photo software",,"Reviewed in the United Kingdom on August 8, 2022",,,,,"","3959828179",,,,,,
"United Kingdom",,"2021-01-14",,"allStars","https://www.amazon.com/GIMP-2-8-Processing-compatible-PhotoShop/dp/3959828179/ref=zg_bsms_g_software_d_sccl_8/132-8474279-2690144?psc=1","false","true","true","2",,,"3959828179","3959828179","1",,"GIMP is an extremely versatile example of excellent shareware.  It is free and can be loaded for free.  Simply type GIMP 2.10 into any search engine such as BING (Microsoft) or Google and download and install.  It is written by anybody who has the ability to do so.  The manual is also free and given that the enclosed manual was written for GIMP 2.8 it is way, way out of date.  As for the clip art, this has absolutely no bearing upon the product.  The whole thing is a complete and utter rip-off.  I only gave it 1 star because Amazon don't allow me to rate it with 0 stars.  Whilst GIMP itself is comparable with Adobe Photoshop the sellers of this product have simply copied everything from off the internet.  Definitely NOT worth paying for.","R22T2JT3EFAJNO",,,,,,,,,,,,"A COMPLETE RIP-OFF",,"Reviewed in the United Kingdom on January 14, 2021",,,,,"","3959828179",,,,,,
"United Kingdom",,"2017-01-21",,"allStars","https://www.amazon.com/GIMP-2-8-Processing-compatible-PhotoShop/dp/3959828179/ref=zg_bsms_g_software_d_sccl_8/132-8474279-2690144?psc=1","false","true","true","3",,,"3959828179","3959828179","3",,"Haven't been able to get it to work properly yet. Plenty of instructions to read but nothing to help with basic set up.","R1Z77GF7LM2OTI",,,,,,,,,,,"One person found this helpful","Very complex",,"Reviewed in the United Kingdom on January 21, 2017",,,,,"","3959828179",,,,,,
"United Kingdom",,"2018-01-21",,"allStars","https://www.amazon.com/GIMP-2-8-Processing-compatible-PhotoShop/dp/3959828179/ref=zg_bsms_g_software_d_sccl_8/132-8474279-2690144?psc=1","false","true","true","4",,,"3959828179","3959828179","4",,"For the cash, it would seem to be a good buy, still figuring out how it works yet!","R3HP30YI59B0SE",,,,,,,,,,,,"Good software for the cost",,"Reviewed in the United Kingdom on January 21, 2018",,,,,"","3959828179",,,,,,
"United Kingdom",,"2018-01-22",,"allStars","https://www.amazon.com/GIMP-2-8-Processing-compatible-PhotoShop/dp/3959828179/ref=zg_bsms_g_software_d_sccl_8/132-8474279-2690144?psc=1","false","true","true","5",,,"3959828179","3959828179","5",,"I am very impressed by the comprehensive nature of this software which, though I expect a ""longish"" learning curve before I understand all that it does, I already feel that warmth of confidence in it. If you want to judge a software tool by the size of its User Manual then this has an impressive 951 well laid out pages. If you need Image Processing software I don't think you can make a mistake with GIMP 2.8.","R31JYZSRY7MH08",,,,,,,,,,,,"I can't help it - ""Forest GIMP"", sorry about that. Brilliant Software and so well documented.",,"Reviewed in the United Kingdom on January 22, 2018",,,,,"","3959828179",,,,,,
"United States",,"2025-02-23",,"allStars","https://www.amazon.com/VideoConverter-Ultimate-Superfast-Conversion-Formats/dp/3959828101/ref=zg_bsms_g_software_d_sccl_1/132-8474279-2690144?psc=1","false","false","true","1",,,"3959828101","3959828101","4",,"As said in the headline, I installed this program just to discover that it has the same format and menu as another Markt-Technik product I purchased a few months beforehand. Both that VideoConverter and this one contain the same number of formats for conversion. My issue is that neither program has the format for AMV, and this one doesn't have the basic form of WMV, but does contain conversion for its 'HD' formats.","R31Q3GVUL85ACC",,,,,,,,,,,"One person found this helpful","Buyer beware -- the disc contains the same program as Video Converter PRO","https://www.amazon.com/gp/customer-reviews/R31Q3GVUL85ACC/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=3959828101","Reviewed in the United States on February 23, 2025",,,"amzn1.account.AFYPRVBPKZ7J6BYF5PPLQS4WPBOA","https://www.amazon.com/gp/profile/amzn1.account.AFYPRVBPKZ7J6BYF5PPLQS4WPBOA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","3959828101",,,,,,
"United States",,"2020-01-11",,"allStars","https://www.amazon.com/VideoConverter-Ultimate-Superfast-Conversion-Formats/dp/3959828101/ref=zg_bsms_g_software_d_sccl_1/132-8474279-2690144?psc=1","false","false","true","2",,,"3959828101","3959828101","5",,"I recently used a combination VHS/DVD burner to copy my home made VHS tapes to DVD-R dvds.  I then used this VideoConverter Ultimate software on my windows 10 pc convert the DVDs to .mp4 files so I could store all my videos in a folder on my PC for easy access.  I play these .mp4 files using CyberLink PowerDVD 18 software.  Now that the video files are stored as .mp4 files, I can also easily import them into my Corel VideoStudio 2018 software to edit the videos to add titles and soundtracks etc. I have only used the VideoConverter Ultimate software to create a .mp4 file with properties of 720x480 29.97 fps so I can't vouch for all of the output formats that it supports.  In my limited use of the program so far, I have not experienced any bloatware etc. The program only takes about 2 minutes to install. The case that the software CD comes in has a registration code inside the case that you have to type in during the installation process. I wish all software installations were this easy!  I gave 5 stars to all categories.  The best Tech Support is one that you never have to deal with!","R1DEZJ8L9E1LZ6",,,,,,,,,,,"3 people found this helpful","Converted My Burned DVDs to .mp4 Files","https://www.amazon.com/gp/customer-reviews/R1DEZJ8L9E1LZ6/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=3959828101","Reviewed in the United States on January 11, 2020",,,"amzn1.account.AGJJ546YGXJRNJNU7BRC6VV27BTQ","https://www.amazon.com/gp/profile/amzn1.account.AGJJ546YGXJRNJNU7BRC6VV27BTQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","3959828101",,,,,,
