"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isProductPageReviewFromOtherCountry","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewImages/9","reviewImages/10","reviewImages/11","reviewImages/12","reviewImages/13","reviewImages/14","reviewImages/15","reviewImages/16","reviewImages/17","reviewImages/18","reviewImages/19","reviewImages/20","reviewImages/21","reviewImages/22","reviewImages/23","reviewImages/24","reviewImages/25","reviewImages/26","reviewImages/27","reviewImages/28","reviewImages/29","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value","variantAttributes/2/key","variantAttributes/2/value"
"Canada",,"2025-05-17",,"allStars","https://www.amazon.com/Gildan-Mens-T-Shirt-White-Large/dp/B077ZMKWVM/ref=zg_bs_c_fashion_d_sccl_2/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B077ZMKWVM&th=1&psc=1","false","true","true","3",,,"B077ZMKWVM","B077ZMKWVM","5",,"Good quality at reasonable price","R1ECYAH54M7W5R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fit",,"Reviewed in Canada on May 17, 2025",,,,,"Number of Items: 12, Color: Black (12-pack), Size: Medium","B077ZMKWVM","Number of Items","12","Color","Black (12-pack)","Size","Medium"
"Australia",,"2024-12-04",,"allStars","https://www.amazon.com/Gildan-Mens-T-Shirt-White-Large/dp/B077ZMKWVM/ref=zg_bs_c_fashion_d_sccl_2/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B077ZMKWVM&th=1&psc=1","false","true","true","4",,,"B077ZMKWVM","B077ZMKWVM","5",,"Great fit, well made, great value 🙂","R1FBMYJQH5AKYP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My new favourite Shirts..",,"Reviewed in Australia on December 4, 2024",,,,,"Number of Items: 6, Color: Black (6-pack), Size: Large","B077ZMKWVM","Number of Items","6","Color","Black (6-pack)","Size","Large"
"Saudi Arabia",,"2025-05-14",,"allStars","https://www.amazon.com/Gildan-Mens-T-Shirt-White-Large/dp/B077ZMKWVM/ref=zg_bs_c_fashion_d_sccl_2/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B077ZMKWVM&th=1&psc=1","false","true","true","5",,,"B077ZMKWVM","B077ZMKWVM","5",,"I didn’t expect the quality..So comfy and sure to purchase it again..","R1FRO7LU7MBLP0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comfy",,"Reviewed in Saudi Arabia on May 14, 2025",,,,,"Number of Items: 6, Color: White (6-pack), Size: Medium","B077ZMKWVM","Number of Items","6","Color","White (6-pack)","Size","Medium"
"United States",,"2025-05-22",,"allStars","https://www.amazon.com/NIPPIES-Nipple-Covers-Women-Reusable/dp/B001PU9A9Q/ref=zg_bs_c_fashion_d_sccl_4/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B001PU9A9Q&th=1&psc=1","false","false","true","1",,,"B001PU9A9Q","B001PU9A9Q","5",,"I’m writing this after having used my original pair for over a year now so I feel like I have a good idea of who this product works! I’ve never in my life had a pair of nipples stickies that have performed so well. They truly stick until you take them off at the end of the night, even it hot and humid weather (I live in FL). They are seamless under the most thin fabrics, they don’t irritate my skin at all, and they are very comfortable to wear.Some points to consider-I’m a B cup and I ended up getting the size 2 covers (for larger breasts) because I felt like the smaller size left a little bit of an indent under my shirts so you could see the edges more easily. The bigger size took care of that!After about a year the stickiness around the edges is starting to wear off. Not so badly that I cannot wear them anymore, but unless it’s a tighter top I won’t be using them just because I don’t want there to be a chance I’ll lose one!I do want to point out though that these babies have had very regular use! Like at least 3-4 times a week and for long durations. I also will say that I didn't always clean them and store them properly right after wearing and I think letting them sit out could have dried up some of the adhesive a bit. Next time I will be sure to be more diligent!Anyways, to me it was worth every penny and I’m on my way to buying a fresh pair for the summer right now!","R4XJN96JETX57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26 people found this helpful","Just do it!","https://www.amazon.com/gp/customer-reviews/R4XJN96JETX57/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B001PU9A9Q","Reviewed in the United States on May 22, 2025",,,"amzn1.account.AGYQSYGUFUDHCQHFOQXCV6OEXWSQ","https://www.amazon.com/gp/profile/amzn1.account.AGYQSYGUFUDHCQHFOQXCV6OEXWSQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Size: Size 2 (Fits D+ Cups), Color: Circles Caramel","B001PU9A9Q","Size","Size 2 (Fits D+ Cups)","Color","Circles Caramel",,
"United States",,"2025-05-24",,"allStars","https://www.amazon.com/NIPPIES-Nipple-Covers-Women-Reusable/dp/B001PU9A9Q/ref=zg_bs_c_fashion_d_sccl_4/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B001PU9A9Q&th=1&psc=1","false","false","true","2",,,"B001PU9A9Q","B001PU9A9Q","5",,"⭐⭐⭐⭐⭐Discreet, Comfortable, and Reusable – Total Game Changer!I’ve tried several types of nipple covers over the years, but Nippies are hands-down the best. The silicone feels super soft and natural against the skin, and they’re just the right thickness to smooth everything out without looking bulky or obvious. I wore them under a tight dress at a wedding, danced all night, and they did not budge. Total lifesaver.The adhesive is strong but gentle—I’ve had no irritation at all, and they peel off cleanly every time. Bonus points for being washable and reusable. I’ve gotten at least 10 wears out of one pair so far, and they’re still going strong. Just make sure to follow the care instructions and store them in the original case.Whether you’re going braless for a backless dress or just want some extra coverage, these are a must-have. A bit pricier than drugstore versions, but 100% worth it for the quality and comfort.","R3VDXGGQHJ379V",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 people found this helpful","5 STARS!","https://www.amazon.com/gp/customer-reviews/R3VDXGGQHJ379V/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B001PU9A9Q","Reviewed in the United States on May 24, 2025",,,"amzn1.account.AH5QNM27EIDG2N2ZKUETEJGHXA7A","https://www.amazon.com/gp/profile/amzn1.account.AH5QNM27EIDG2N2ZKUETEJGHXA7A/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Size: Size 1 (Fits A-C Cups), Color: Circles Crème","B001PU9A9Q","Size","Size 1 (Fits A-C Cups)","Color","Circles Crème",,
"United States",,"2024-12-30",,"allStars","https://www.amazon.com/NIPPIES-Nipple-Covers-Women-Reusable/dp/B001PU9A9Q/ref=zg_bs_c_fashion_d_sccl_4/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B001PU9A9Q&th=1&psc=1","false","false","true","3",,,"B001PU9A9Q","B001PU9A9Q","5",,"First off I feel very weird writing a review for this product BUT it’s been such a game changer for me that, despite feeling awkward, I wanted to write a review. I have a ridiculously small chest, I wear a 32AA but if the size existed I’d honestly fit better in a 28-30AA. Therefore I have an EXTREMELY hard time finding any real bra that fits me well and what does fit the best is sports bras. Unfortunately most sports bras don’t really have enough padding to conceal the outlines of this part of the breast (unfortunately with being a very small bust size I feel as though it just makes it even more noticeable) especially with any semi-tight top and there is nothing I hate more than having it show even slightly. For most of my life I’ve just avoided tops that are tighter but with a recent wardrobe change it became unavoidable and I needed some lighter browns which made the whole situation worse. So I decided to give this a try. I am so so so glad I did! It gives me enough coverage that even with a lightly padded sports bra I can still wear a more form fitting lighter colored top. They last all day (even in the height of summer and being outside in the sun all day and being fairly sweaty). I’ve reused the same pair multiple times and the adhesive despite numerous times hand washing. To ensure a good firm stick I do take a witch hazel toner over the area to remove any lotion, I’m not sure it is necessary to do that but I just want to make sure they stay put. I have very sensitive skin and despite the great grip it never bothers me! The only thing I kind of dislike is that if you sweat when you remove these there will be a dampness to the skin and covers BUT the dampness never ever leaks or shows and it never causes any kind of a rash or reaction on me. In fact the first time I used these was on a 90° day and after 6 hours outside and being hot dressed up in my Ren Faire clothes I was completely taken by surprise when I did remove them and discovered it was slightly damp, so you really can’t tell. I’m personally not a person that sweats much so my sweating in those conditions is much less than most people so perhaps someone else would have a different experience with these. The lack of sweating also means body odor really isn’t something I really worry about (I mean I use deodorant because you should not because I actually need to and that’s about the extent of my worry) but even with that dampness there was no odor. So for me that one things I’m not fond of is totally endurable because this product allows me to wear so many more tops with less self-consciousness! I have no idea if these are better or the same as cheaper brands because this was the first I tried and it worked so well I don’t plan on switching! I even swam with these once and they stayed on all day. I play volleyball, catch, frisbee, etc in the pool and don’t often dunk and swim a ton so if you swam submerged for hours I have no idea if they’d stay but for my activity that includes some dunking these things didn’t budge! I only got to try them once but this is going to allow me to wear a lot of bikini tops I would have avoided before! Seriously, life changing!","R3K5X7NQYY6G0E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"169 people found this helpful","Effective and Comfortable (especially for smaller busts)","https://www.amazon.com/gp/customer-reviews/R3K5X7NQYY6G0E/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B001PU9A9Q","Reviewed in the United States on December 30, 2024",,,"amzn1.account.AGJN5CWG3OKIJZN5MCVOJ2CKXCFQ","https://www.amazon.com/gp/profile/amzn1.account.AGJN5CWG3OKIJZN5MCVOJ2CKXCFQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Size: Size 1 (Fits A-C Cups), Color: Circles Crème","B001PU9A9Q","Size","Size 1 (Fits A-C Cups)","Color","Circles Crème",,
"United States",,"2025-05-04",,"allStars","https://www.amazon.com/NIPPIES-Nipple-Covers-Women-Reusable/dp/B001PU9A9Q/ref=zg_bs_c_fashion_d_sccl_4/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B001PU9A9Q&th=1&psc=1","false","false","true","4",,,"B001PU9A9Q","B001PU9A9Q","4",,"I hate wearing a bra so I’ve tried lots of different nipple covers trying to find some that are not visible. Most are thick and very visible under thinner shirts. But these I have worn under thin and light colored shirts and you can’t see them.I planned on giving 5 stars but here’s why they are getting only 4 stars.I’ve been wearing them almost daily, washing at night, putting the plastic back over them, and storing them in the case.Unfortunately they have lost stickiness around the outside edge which is a huge bummer.Maybe their customer support will have a fix for this? Other than that, I loved them. But at the price point they should last longer. I’ve used cheaper ones that never lost stickiness.","R3EK3F8CXKMCF1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31 people found this helpful","Love them but…","https://www.amazon.com/gp/customer-reviews/R3EK3F8CXKMCF1/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B001PU9A9Q","Reviewed in the United States on May 4, 2025",,,"amzn1.account.AHWRXHI4FKMEYHQNYUGUPXOPX44Q","https://www.amazon.com/gp/profile/amzn1.account.AHWRXHI4FKMEYHQNYUGUPXOPX44Q/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Size: Size 2 (Fits D+ Cups), Color: Circles Crème","B001PU9A9Q","Size","Size 2 (Fits D+ Cups)","Color","Circles Crème",,
"United States",,"2025-05-19",,"allStars","https://www.amazon.com/NIPPIES-Nipple-Covers-Women-Reusable/dp/B001PU9A9Q/ref=zg_bs_c_fashion_d_sccl_4/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B001PU9A9Q&th=1&psc=1","false","false","true","5",,,"B001PU9A9Q","B001PU9A9Q","5",,"I love these I got the ones that give you a little lift ! I bought another brand previously and these are by far better ! I wore these 10 hours in the heat and they didn’t budge! I took them off rinsed with mild soap and cold water laid out to dry over night and magic sticky like new !! Make sure you save the plastic wrap to put back on to store in the great case it comes with ! I’m getting another pair for my beach vacation all my clothes require no bra !! I threw my other ones from another brand away !! But far the best I’ve used ! I highly recommend those when u can’t ware a bra !","R1K3WF73X7QOGQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11 people found this helpful","These are really sticky!!","https://www.amazon.com/gp/customer-reviews/R1K3WF73X7QOGQ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B001PU9A9Q","Reviewed in the United States on May 19, 2025",,,"amzn1.account.AH3JHJS7ABPORL3G3P77C7EXJQ3Q","https://www.amazon.com/gp/profile/amzn1.account.AH3JHJS7ABPORL3G3P77C7EXJQ3Q/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Size: Size 2 (Fits D+ Cups), Color: Lifts Crème","B001PU9A9Q","Size","Size 2 (Fits D+ Cups)","Color","Lifts Crème",,
"Canada",,"2023-11-09",,"allStars","https://www.amazon.com/NIPPIES-Nipple-Covers-Women-Reusable/dp/B001PU9A9Q/ref=zg_bs_c_fashion_d_sccl_4/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B001PU9A9Q&th=1&psc=1","false","true","true","1",,,"B001PU9A9Q","B001PU9A9Q","5",,"This is the best sticky bra I have ever owned. It is truly magic. Do not hesitate to buy this","R15P4HQS9963LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unreal",,"Reviewed in Canada on November 9, 2023",,,,,"Size: Size 1 (Fits A-C Cups), Color: Lifts Caramel","B001PU9A9Q","Size","Size 1 (Fits A-C Cups)","Color","Lifts Caramel",,
"Mexico",,"2022-03-04",,"allStars","https://www.amazon.com/NIPPIES-Nipple-Covers-Women-Reusable/dp/B001PU9A9Q/ref=zg_bs_c_fashion_d_sccl_4/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B001PU9A9Q&th=1&psc=1","false","true","true","2",,,"B001PU9A9Q","B001PU9A9Q","5",,"Muy buena calidad de producto.","R16RA5R10I0LH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Excelente producto",,"Reviewed in Mexico on March 4, 2022",,,,,"Size: Size 2 (Fits D+ Cups), Color: Circles Crème","B001PU9A9Q","Size","Size 2 (Fits D+ Cups)","Color","Circles Crème",,
"France",,"2018-07-18",,"allStars","https://www.amazon.com/NIPPIES-Nipple-Covers-Women-Reusable/dp/B001PU9A9Q/ref=zg_bs_c_fashion_d_sccl_4/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B001PU9A9Q&th=1&psc=1","false","true","true","3",,,"B001PU9A9Q","B001PU9A9Q","5",,"Tes agréable à porter, invisible sous un t shirt moulant, tient bienentretient très facileje recommande ce produit , dommage ne ne pas l'avoir trouvé bien avant","R1HD3KYP8FARS4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Genialllllllllll",,"Reviewed in France on July 18, 2018",,,,,"Size: Size 2 (Fits D+ Cups), Color: Circles Crème","B001PU9A9Q","Size","Size 2 (Fits D+ Cups)","Color","Circles Crème",,
"Canada",,"2017-07-21",,"allStars","https://www.amazon.com/NIPPIES-Nipple-Covers-Women-Reusable/dp/B001PU9A9Q/ref=zg_bs_c_fashion_d_sccl_4/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B001PU9A9Q&th=1&psc=1","false","true","true","4",,,"B001PU9A9Q","B001PU9A9Q","5",,"These are amazing! The adhesive is really good so they stay in place. They are so comfortable you can't even feel them. They are perfect for when you want to wear something without a bra, as they cover enough of the nipple area, and it smoothed out really well. The only issue I would say is that even though this is the darkest colour, it won't blend well with very dark skin tones as it is still fairly light (My skin tone is like a caramel colour and this colour blended perfectly with my skin). Other than that this product definitely is worth the money! Would 100% buy again","R1IOIMBJ4XS848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Extremely comfortable and discrete",,"Reviewed in Canada on July 21, 2017",,,,,"Size: Size 1 (Fits A-C Cups), Color: Circles Coco","B001PU9A9Q","Size","Size 1 (Fits A-C Cups)","Color","Circles Coco",,
"United Kingdom",,"2020-06-03",,"allStars","https://www.amazon.com/NIPPIES-Nipple-Covers-Women-Reusable/dp/B001PU9A9Q/ref=zg_bs_c_fashion_d_sccl_4/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B001PU9A9Q&th=1&psc=1","false","true","true","5",,,"B001PU9A9Q","B001PU9A9Q","5",,"These nipple covers are the best I’ve used. Well worth the investment over the cheap disposable petals you can get online. They also come in a lovely box and have plastic things to help keep their shape. They stick well and stay in place. I’m very impressed.","R1U7NDIDX12W87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Great product",,"Reviewed in the United Kingdom on June 3, 2020",,,,,"Size: Size 2 (Fits D+ Cups), Color: Circles Crème","B001PU9A9Q","Size","Size 2 (Fits D+ Cups)","Color","Circles Crème",,
"United States",,"2025-05-29",,"allStars","https://www.amazon.com/Carhartt-Workwear-Pocket-Short-Sleeve-T-Shirt/dp/B0000ANHT7/ref=zg_bs_c_fashion_d_sccl_6/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B0000ANHT7&psc=1","false","false","true","1",,,"B0000ANHT7","B0000ANHT7","5",,"This shirt was just what I expected. Such high quality material and I love the way it fits. I would say it does run large but I ordered a medium and it fits just the way I like it, oversized. I am 6 feet tall and weigh about 155. I have washed it a good amount of times and it has not shrunk one bit. It was definitely worth my money and I had purchased it on sale for $15. It has some good weight to it, its thick material so it is going to be warm shirt but not too hot, just perfect.","R2A0S4IAU3X210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amazing Quality, just what I was hoping for.","https://www.amazon.com/gp/customer-reviews/R2A0S4IAU3X210/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0000ANHT7","Reviewed in the United States on May 29, 2025",,,"amzn1.account.AFR5BTSEYTTFTC2TGPOY3C653ECA","https://www.amazon.com/gp/profile/amzn1.account.AFR5BTSEYTTFTC2TGPOY3C653ECA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Size: Medium, Color: White","B0000ANHT7","Size","Medium","Color","White",,
"United States",,"2025-04-18",,"allStars","https://www.amazon.com/Carhartt-Workwear-Pocket-Short-Sleeve-T-Shirt/dp/B0000ANHT7/ref=zg_bs_c_fashion_d_sccl_6/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B0000ANHT7&psc=1","false","false","true","2",,,"B0000ANHT7","B0000ANHT7","5",,"I’m 6'2"" and usually wear an XL because Large shirts betray me by being too short. XLs give me the length, but then I look like I’m wearing a parachute. This shirt? Nailed it. It’s labeled Loose Fit—and they weren’t kidding. A Large fits like an XL, but without the “is he hiding snacks under there?” vibe.Now, it’s 100% cotton, which usually makes me think “swampy armpits,” but this one? Nope. Lightweight, breathable, and surprisingly comfy. I’m an athletic trainer on a construction site in Phoenix. If this shirt can survive that heat, it can handle your backyard barbecue.I saw it's a frequently returned item, and honestly, I don’t get it. I’m super picky with t-shirts (like, ""Feel a shirt in my closet I've worn a hundred times but suddenly it gives me the ick"" picky), and I’m keeping this one. If you like your shirts roomy but not ridiculous, it’s a win.TL;DR – Loose Fit means loose, so size down if you’re between. Doesn’t suffocate you. Surprisingly breathable for cotton. Not bad at all.","R1P5GD11MMMD62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 people found this helpful","Great shirt – comfortable, breathable, and fits as expected (just remember: Loose Fit)","https://www.amazon.com/gp/customer-reviews/R1P5GD11MMMD62/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0000ANHT7","Reviewed in the United States on April 18, 2025",,,"amzn1.account.AH7SIVQAM3JATZNTB54HCN6LAWEQ","https://www.amazon.com/gp/profile/amzn1.account.AH7SIVQAM3JATZNTB54HCN6LAWEQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Size: Large, Color: Saddle Red Heather","B0000ANHT7","Size","Large","Color","Saddle Red Heather",,
"United States",,"2025-05-24",,"allStars","https://www.amazon.com/Carhartt-Workwear-Pocket-Short-Sleeve-T-Shirt/dp/B0000ANHT7/ref=zg_bs_c_fashion_d_sccl_6/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B0000ANHT7&psc=1","false","false","true","3",,,"B0000ANHT7","B0000ANHT7","5",,"I do not usually buy Carhartt t-shirts because they are a little on the expensive side, but I caught the brown color on sale for a price I could not resist ($10). Heavy weight and good quality as expected. Not a mid-summer shirt for me. These are loose fit so they are going to run a little bit on the bigger side. Washed and dried with no noticeable shrinkage. Even if they do end up shrinking a little after multiple washes they would still fit fine.","R18HF9G1JLBHEZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Great Quality, Heavy Weight, Loose Fit","https://www.amazon.com/gp/customer-reviews/R18HF9G1JLBHEZ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0000ANHT7","Reviewed in the United States on May 24, 2025",,,"amzn1.account.AFLV733T7NS5SCNTQZ4SIDSAJKAA","https://www.amazon.com/gp/profile/amzn1.account.AFLV733T7NS5SCNTQZ4SIDSAJKAA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Size: Large, Color: Oiled Walnut Heather","B0000ANHT7","Size","Large","Color","Oiled Walnut Heather",,
"United States",,"2025-05-27",,"allStars","https://www.amazon.com/Carhartt-Workwear-Pocket-Short-Sleeve-T-Shirt/dp/B0000ANHT7/ref=zg_bs_c_fashion_d_sccl_6/132-8474279-2690144?pd_rd_w=2uvpw&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B0000ANHT7&psc=1","false","false","true","4",,,"B0000ANHT7","B0000ANHT7","5",,"I always snag a few when they go on sale they have the most consistent fit of any shirt I’ve found and for 23 bucks it’s a hard deal to beat I love how heavy they are but they do shrink if dried as expected I’ve noticed the brows shrinks in a strange way over a period of months but that’s my only complaint.","R2QP0YY825PYQK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nice quality work shirt","https://www.amazon.com/gp/customer-reviews/R2QP0YY825PYQK/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0000ANHT7","Reviewed in the United States on May 27, 2025",,,"amzn1.account.AHQY4UC5VWUGSLHKDNH4I6NDFDJA","https://www.amazon.com/gp/profile/amzn1.account.AHQY4UC5VWUGSLHKDNH4I6NDFDJA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Size: 3X-Large Tall, Color: Navy","B0000ANHT7","Size","3X-Large Tall","Color","Navy",,
